gle read:2.00 | controller signal:1300.40 | 
17:38:39.015 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.050 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.085 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.155 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.190 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.260 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.295 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.362 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.396 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.431 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.501 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.536 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.606 -> angle read:24.00 | controller signal:1673.00 | 
17:38:39.641 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.710 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.745 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.814 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.849 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.884 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.954 -> angle read:25.00 | controller signal:1673.00 | 
17:38:39.989 -> angle read:24.00 | controller signal:1673.00 | 
17:38:40.059 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.093 -> angle read:24.00 | controller signal:1673.00 | 
17:38:40.163 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.198 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.233 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.302 -> angle read:24.00 | controller signal:1673.00 | 
17:38:40.337 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.406 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.440 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.510 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.545 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.580 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.650 -> angle read:25.00 | controller signal:1673.00 | 
17:38:40.685 -> angle read:24.00 | controller signal:1673.00 | 
17:38:40.755 -> angle read:26.00 | controller signal:1667.70 | 
17:38:40.790 -> angle read:25.00 | controller signal:1667.70 | 
17:38:40.859 -> angle read:25.00 | controller signal:1672.30 | 
17:38:40.894 -> angle read:23.00 | controller signal:1672.30 | 
17:38:40.928 -> angle read:25.00 | controller signal:1672.30 | 
17:38:40.998 -> angle read:25.00 | controller signal:1672.00 | 
17:38:41.033 -> angle read:25.00 | controller signal:1672.00 | 
17:38:41.103 -> angle read:24.00 | controller signal:1677.30 | 
17:38:41.138 -> angle read:25.00 | controller signal:1677.30 | 
17:38:41.207 -> angle read:25.00 | controller signal:1677.30 | 
17:38:41.242 -> angle read:25.00 | controller signal:1672.70 | 
17:38:41.276 -> angle read:25.00 | controller signal:1672.70 | 
17:38:41.346 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.381 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.451 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.486 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.555 -> angle read:24.00 | controller signal:1673.00 | 
17:38:41.590 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.660 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.695 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.730 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.800 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.835 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.905 -> angle read:25.00 | controller signal:1673.00 | 
17:38:41.939 -> angle read:25.00 | controller signal:1673.00 | 
17:38:42.009 -> angle read:24.00 | controller signal:1678.30 | 
17:38:42.044 -> angle read:25.00 | controller signal:1678.30 | 
17:38:42.078 -> angle read:24.00 | controller signal:1679.00 | 
17:38:42.148 -> angle read:25.00 | controller signal:1679.00 | 
17:38:42.183 -> angle read:25.00 | controller signal:1674.70 | 
17:38:42.253 -> angle read:25.00 | controller signal:1674.70 | 
17:38:42.287 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.356 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.391 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.461 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.496 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.531 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.601 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.636 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.705 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.740 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.775 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.845 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.880 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.950 -> angle read:25.00 | controller signal:1675.00 | 
17:38:42.985 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.054 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.089 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.124 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.194 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.228 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.295 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.330 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.400 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.434 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.503 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.538 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.608 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.643 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.678 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.748 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.783 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.852 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.886 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.956 -> angle read:25.00 | controller signal:1675.00 | 
17:38:43.990 -> angle read:24.00 | controller signal:1680.30 | 
17:38:44.025 -> angle read:25.00 | controller signal:1680.30 | 
17:38:44.095 -> angle read:25.00 | controller signal:1675.70 | 
17:38:44.129 -> angle read:24.00 | controller signal:1675.70 | 
17:38:44.197 -> angle read:24.00 | controller signal:1681.30 | 
17:38:44.232 -> angle read:25.00 | controller signal:1681.30 | 
17:38:44.301 -> angle read:24.00 | controller signal:1682.00 | 
17:38:44.336 -> angle read:24.00 | controller signal:1682.00 | 
17:38:44.406 -> angle read:25.00 | controller signal:1682.00 | 
17:38:44.441 -> angle read:25.00 | controller signal:1677.70 | 
17:38:44.476 -> angle read:25.00 | controller signal:1677.70 | 
17:38:44.545 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.578 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.648 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.683 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.753 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.788 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.858 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.893 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.927 -> angle read:25.00 | controller signal:1678.00 | 
17:38:44.996 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.031 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.101 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.136 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.206 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.241 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.276 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.345 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.380 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.450 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.485 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.555 -> angle read:24.00 | controller signal:1678.00 | 
17:38:45.590 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.624 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.693 -> angle read:24.00 | controller signal:1678.00 | 
17:38:45.727 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.796 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.831 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.901 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.936 -> angle read:25.00 | controller signal:1678.00 | 
17:38:45.971 -> angle read:25.00 | controller signal:1678.00 | 
17:38:46.039 -> angle read:25.00 | controller signal:1678.00 | 
17:38:46.073 -> angle read:25.00 | controller signal:1678.00 | 
17:38:46.142 -> angle read:25.00 | controller signal:1678.00 | 
17:38:46.177 -> angle read:25.00 | controller signal:1678.00 | 
17:38:46.245 -> angle read:24.00 | controller signal:1683.30 | 
17:38:46.280 -> angle read:25.00 | controller signal:1683.30 | 
17:38:46.350 -> angle read:25.00 | controller signal:1678.70 | 
17:38:46.385 -> angle read:25.00 | controller signal:1678.70 | 
17:38:46.454 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.489 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.524 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.594 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.629 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.699 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.733 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.801 -> angle read:24.00 | controller signal:1679.00 | 
17:38:46.836 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.871 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.941 -> angle read:25.00 | controller signal:1679.00 | 
17:38:46.976 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.045 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.080 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.150 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.184 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.219 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.289 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.324 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.394 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.428 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.498 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.532 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.601 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.636 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.671 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.741 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.776 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.846 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.881 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.949 -> angle read:25.00 | controller signal:1679.00 | 
17:38:47.984 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.019 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.088 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.123 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.193 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.227 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.294 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.328 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.398 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.433 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.503 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.538 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.573 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.643 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.677 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.746 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.781 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.851 -> angle read:25.00 | controller signal:1679.00 | 
17:38:48.886 -> angle read:24.00 | controller signal:1684.30 | 
17:38:48.921 -> angle read:25.00 | controller signal:1684.30 | 
17:38:48.991 -> angle read:25.00 | controller signal:1679.70 | 
17:38:49.025 -> angle read:25.00 | controller signal:1679.70 | 
17:38:49.094 -> angle read:26.00 | controller signal:1674.70 | 
17:38:49.128 -> angle read:25.00 | controller signal:1674.70 | 
17:38:49.198 -> angle read:25.00 | controller signal:1679.30 | 
17:38:49.233 -> angle read:25.00 | controller signal:1679.30 | 
17:38:49.268 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.336 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.371 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.440 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.475 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.545 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.580 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.650 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.685 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.720 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.789 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.824 -> angle read:25.00 | controller signal:1679.00 | 
17:38:49.894 -> angle read:24.00 | controller signal:1684.30 | 
17:38:49.929 -> angle read:25.00 | controller signal:1684.30 | 
17:38:49.999 -> angle read:25.00 | controller signal:1684.30 | 
17:38:50.034 -> angle read:25.00 | controller signal:1679.70 | 
17:38:50.069 -> angle read:25.00 | controller signal:1679.70 | 
17:38:50.138 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.172 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.242 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.277 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.347 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.382 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.417 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.487 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.521 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.591 -> angle read:25.00 | controller signal:1680.00 | 
17:38:50.626 -> angle read:24.00 | controller signal:1685.30 | 
17:38:50.696 -> angle read:25.00 | controller signal:1685.30 | 
17:38:50.731 -> angle read:24.00 | controller signal:1686.00 | 
17:38:50.801 -> angle read:25.00 | controller signal:1686.00 | 
17:38:50.836 -> angle read:25.00 | controller signal:1681.70 | 
17:38:50.870 -> angle read:25.00 | controller signal:1681.70 | 
17:38:50.939 -> angle read:25.00 | controller signal:1681.70 | 
17:38:50.974 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.044 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.079 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.149 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.184 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.219 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.288 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.323 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.392 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.427 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.496 -> angle read:24.00 | controller signal:1682.00 | 
17:38:51.531 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.566 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.636 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.670 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.740 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.775 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.845 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.880 -> angle read:25.00 | controller signal:1682.00 | 
17:38:51.915 -> angle read:24.00 | controller signal:1682.00 | 
17:38:51.985 -> angle read:25.00 | controller signal:1682.00 | 
17:38:52.019 -> angle read:25.00 | controller signal:1682.00 | 
17:38:52.089 -> angle read:24.00 | controller signal:1687.30 | 
17:38:52.124 -> angle read:25.00 | controller signal:1687.30 | 
17:38:52.194 -> angle read:25.00 | controller signal:1682.70 | 
17:38:52.229 -> angle read:25.00 | controller signal:1682.70 | 
17:38:52.264 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.334 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.369 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.436 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.471 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.540 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.575 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.645 -> angle read:28.00 | controller signal:1683.00 | 
17:38:52.680 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.715 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.784 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.819 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.889 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.924 -> angle read:25.00 | controller signal:1683.00 | 
17:38:52.994 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.028 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.062 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.132 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.166 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.235 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.270 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.340 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.375 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.443 -> angle read:25.00 | controller signal:1683.00 | 
17:38:53.477 -> angle read:24.00 | controller signal:1688.30 | 
17:38:53.512 -> angle read:25.00 | controller signal:1688.30 | 
17:38:53.581 -> angle read:25.00 | controller signal:1688.30 | 
17:38:53.616 -> angle read:25.00 | controller signal:1683.70 | 
17:38:53.686 -> angle read:25.00 | controller signal:1683.70 | 
17:38:53.720 -> angle read:25.00 | controller signal:1683.70 | 
17:38:53.789 -> angle read:25.00 | controller signal:1684.00 | 
17:38:53.823 -> angle read:25.00 | controller signal:1684.00 | 
17:38:53.893 -> angle read:25.00 | controller signal:1684.00 | 
17:38:53.927 -> angle read:25.00 | controller signal:1684.00 | 
17:38:53.962 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.032 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.067 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.136 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.171 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.241 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.275 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.310 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.379 -> angle read:24.00 | controller signal:1684.00 | 
17:38:54.414 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.483 -> angle read:25.00 | controller signal:1684.00 | 
17:38:54.518 -> angle read:24.00 | controller signal:1689.30 | 
17:38:54.586 -> angle read:25.00 | controller signal:1689.30 | 
17:38:54.620 -> angle read:25.00 | controller signal:1684.70 | 
17:38:54.689 -> angle read:25.00 | controller signal:1684.70 | 
17:38:54.724 -> angle read:25.00 | controller signal:1684.70 | 
17:38:54.794 -> angle read:25.00 | controller signal:1685.00 | 
17:38:54.829 -> angle read:25.00 | controller signal:1685.00 | 
17:38:54.864 -> angle read:25.00 | controller signal:1685.00 | 
17:38:54.934 -> angle read:25.00 | controller signal:1685.00 | 
17:38:54.969 -> angle read:25.00 | controller signal:1685.00 | 
17:38:55.037 -> angle read:25.00 | controller signal:1685.00 | 
17:38:55.072 -> angle read:25.00 | controller signal:1685.00 | 
17:38:55.142 -> angle read:25.00 | controller signal:1685.00 | 
17:38:55.177 -> angle read:25.00 | controller signal:1685.00 | 
17:38:55.212 -> angle read:24.00 | controller signal:1690.30 | 
17:38:55.282 -> angle read:25.00 | controller signal:1690.30 | 
17:38:55.317 -> angle read:25.00 | controller signal:1690.30 | 
17:38:55.384 -> angle read:25.00 | controller signal:1685.70 | 
17:38:55.419 -> angle read:25.00 | controller signal:1685.70 | 
17:38:55.489 -> angle read:24.00 | controller signal:1691.30 | 
17:38:55.524 -> angle read:25.00 | controller signal:1691.30 | 
17:38:55.559 -> angle read:25.00 | controller signal:1691.30 | 
17:38:55.628 -> angle read:25.00 | controller signal:1686.70 | 
17:38:55.663 -> angle read:25.00 | controller signal:1686.70 | 
17:38:55.732 -> angle read:25.00 | controller signal:1687.00 | 
17:38:55.767 -> angle read:25.00 | controller signal:1687.00 | 
17:38:55.835 -> angle read:24.00 | controller signal:1692.30 | 
17:38:55.870 -> angle read:25.00 | controller signal:1692.30 | 
17:38:55.940 -> angle read:25.00 | controller signal:1692.30 | 
17:38:55.975 -> angle read:24.00 | controller signal:1693.00 | 
17:38:56.042 -> angle read:25.00 | controller signal:1693.00 | 
17:38:56.076 -> angle read:25.00 | controller signal:1688.70 | 
17:38:56.111 -> angle read:25.00 | controller signal:1688.70 | 
17:38:56.180 -> angle read:25.00 | controller signal:1688.70 | 
17:38:56.215 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.285 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.319 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.389 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.424 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.459 -> angle read:24.00 | controller signal:1689.00 | 
17:38:56.528 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.562 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.631 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.666 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.736 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.771 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.840 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.875 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.909 -> angle read:25.00 | controller signal:1689.00 | 
17:38:56.979 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.014 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.084 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.119 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.188 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.223 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.291 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.326 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.361 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.431 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.466 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.534 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.569 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.639 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.673 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.708 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.777 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.812 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.882 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.917 -> angle read:25.00 | controller signal:1689.00 | 
17:38:57.987 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.021 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.090 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.125 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.160 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.230 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.265 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.335 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.370 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.439 -> angle read:24.00 | controller signal:1689.00 | 
17:38:58.474 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.509 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.579 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.614 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.684 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.718 -> angle read:24.00 | controller signal:1689.00 | 
17:38:58.787 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.822 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.857 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.926 -> angle read:25.00 | controller signal:1689.00 | 
17:38:58.961 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.030 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.065 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.134 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.168 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.238 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.273 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.308 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.377 -> angle read:25.00 | controller signal:1689.00 | 
17:38:59.412 -> angle read:24.00 | controller signal:1694.30 | 
17:38:59.482 -> angle read:25.00 | controller signal:1694.30 | 
17:38:59.516 -> angle read:25.00 | controller signal:1689.70 | 
17:38:59.584 -> angle read:25.00 | controller signal:1689.70 | 
17:38:59.618 -> angle read:25.00 | controller signal:1690.00 | 
17:38:59.688 -> angle read:25.00 | controller signal:1690.00 | 
17:38:59.722 -> angle read:25.00 | controller signal:1690.00 | 
17:38:59.757 -> angle read:25.00 | controller signal:1690.00 | 
17:38:59.827 -> angle read:24.00 | controller signal:1690.00 | 
17:38:59.861 -> angle read:25.00 | controller signal:1690.00 | 
17:38:59.930 -> angle read:25.00 | controller signal:1690.00 | 
17:38:59.965 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.035 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.070 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.105 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.174 -> angle read:24.00 | controller signal:1690.00 | 
17:39:00.209 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.277 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.312 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.381 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.416 -> angle read:25.00 | controller signal:1690.00 | 
17:39:00.485 -> angle read:24.00 | controller signal:1695.30 | 
17:39:00.520 -> angle read:25.00 | controller signal:1695.30 | 
17:39:00.555 -> angle read:25.00 | controller signal:1695.30 | 
17:39:00.624 -> angle read:25.00 | controller signal:1690.70 | 
17:39:00.658 -> angle read:25.00 | controller signal:1690.70 | 
17:39:00.727 -> angle read:25.00 | controller signal:1691.00 | 
